video_id,user_id,publishedAt,comment_text,likeCount
8tRtnY7i0i0,UCQxIo3h_f0_7M3HDwkaKSaA,2025-03-26T16:46:54Z,I been to ha giang highly recommended,0
8tRtnY7i0i0,UCYWB0RmHri7VKDDKuXSQjCQ,2025-03-25T21:03:06Z,T R A N Q U I L O 😎,0
8tRtnY7i0i0,UC4XMGxZk9U2zg_1FmvyNlqQ,2025-03-25T17:31:44Z,I love these videos cause everybody looks like they're having such a great time,0
8tRtnY7i0i0,UC7DNAPhPWp9Ihf0hfmhTdnA,2025-03-25T14:14:42Z,I’m actually from Vietnam and seeing this just make me so proud of my country❤,0
8tRtnY7i0i0,UCS3bqfaa464ou6JnnVlSLTA,2025-03-24T20:11:31Z,What kind of camera is that?,0
8tRtnY7i0i0,UCiGc4oSkg02_m4tipMO5Q-g,2025-03-24T14:15:54Z,"Excuse me, can you take my camera and record? Later i want to upload it on my youtube channel to monetize and earn money through you, ok? Thanks❤",0
8tRtnY7i0i0,UC_8zTy_E3THg421PK0ER89g,2025-03-23T16:48:21Z,"I take photos on a Kodak camera that’s disposable all the time and my photos NEVER come out that clear. There is always something wrong with them, like blurry are so dark that it’s just a black square wtf.",0
8tRtnY7i0i0,UC0jH5uPZ6DT2eJH4HasSD0g,2025-03-23T03:00:35Z,"Ok, this is the 6th one I’ve watched and I officially feel like I’m way behind on my travel experiences! These are awesome!",0
8tRtnY7i0i0,UCMTSOtSVBg9fz-kDpqp-DMg,2025-03-22T00:35:37Z,Those cameras dont capture pics they capture feelings,0
8tRtnY7i0i0,UC1n9TCQQ5ICioiYMSK5hRRw,2025-03-21T19:14:10Z,This fifa song💥🔥,0
8tRtnY7i0i0,UCyGc4PdWRNT6P50HF8UTYyw,2025-03-20T21:17:39Z,my home country!❤,1
8tRtnY7i0i0,UCIwEm_uITMP3tg0i1DQ0zMA,2025-03-20T15:08:33Z,not so quick! wanna see the fotos,0
8tRtnY7i0i0,UC3l-g-LO2LOIijjt7x5J0_Q,2025-03-19T23:09:22Z,Why do you try so hard to say camera different than every other word you say?,0
8tRtnY7i0i0,UC7B7IxzlNguS0ORNRCJQDwQ,2025-03-19T09:13:48Z,"People are spiritually *WEAK*

Im waiting for the Kingdom of God. Tired of this world.",0
8tRtnY7i0i0,UCiB8gAN3lUhWmy0RG1VKnog,2025-03-19T06:08:37Z,These amerganos can go anywhere with no visa restrictions,0
8tRtnY7i0i0,UClX-Yj61TLSn6ikz0TkOhlw,2025-03-18T09:26:55Z,SEND A CAMERA TO ME. I'LL DO IT.,0
8tRtnY7i0i0,UCEZVxitsp9fs17zafEWT4Ww,2025-03-17T04:41:43Z,That’s my contrey I’m so proud of you,0
8tRtnY7i0i0,UC-j07RFX1yt2-z71ccWMskA,2025-03-16T15:10:40Z,Ur videos make me jealous that I will prolly never have a life like this just joyful life,0
8tRtnY7i0i0,UC5yT7ed3bAtuhhCSDkAVmGg,2025-03-16T05:50:40Z,Damn. This is wonderfull. God bless you,0
8tRtnY7i0i0,UC85YX6_hTAjNG4Re1IcDbWg,2025-03-15T23:36:57Z,Amazing this is beatiful,0
8tRtnY7i0i0,UCp-yTQ2GRD17pMDrT2ueFtA,2025-03-15T19:41:07Z,The last photo is so amazing,0
8tRtnY7i0i0,UCWMdrDvsVZRAnl45iSTiFXg,2025-03-14T02:31:04Z,It's my country <3,0
8tRtnY7i0i0,UCcYDZiVX2CauSTGK-4NFvQA,2025-03-13T06:15:04Z,"i had this idea, a long time ago..but not easy without internet..I'm happy to see it was a good idea! its beautiful!",0
8tRtnY7i0i0,UCDklBMDKzlU_0zlA-k7p_xA,2025-03-13T04:28:18Z,Love those pictures. 😭😭,1
8tRtnY7i0i0,UCi8sYJEYIu_C3FRYAq6chLA,2025-03-11T19:05:25Z,0:46 EXCUSE ME WHAT?!,0
8tRtnY7i0i0,UCYuIKpB6yQ2AJk3O6Cu1hsg,2025-03-11T18:26:47Z,"I’m going on a trip with your Sister.
Gimme the Camera, I’ll send you pics 😎",0
8tRtnY7i0i0,UCXNw-EnmPFHSkLm7S6yEAxw,2025-03-11T18:01:04Z,Fakeeee second girl gave it away...wackkk,0
8tRtnY7i0i0,UC8eGihNx_PwsjrvyQ6uqodA,2025-03-11T08:23:47Z,I like this trend 👍😊,0
8tRtnY7i0i0,UC_IaJ7rZ43_UKKyyApIB3wg,2025-03-10T22:48:10Z,Song took me back,0
8tRtnY7i0i0,UCx0fcjV87Mhju8Ad_VDToyQ,2025-03-10T03:59:48Z,This activity would give a person that uses filters and AI on the regular an anxiety attack.,0
8tRtnY7i0i0,UCDF5E4zqbCX3x3uZVAiyVaQ,2025-03-10T02:56:38Z,Im missing out 😢,0
8tRtnY7i0i0,UCXKZBAo4eEGJV8OlNE4ppIA,2025-03-09T14:41:27Z,"These videos bring me nostalgia for things I didn’t experience. 
Vicarious.",0
8tRtnY7i0i0,UCVDK2d-ZjNFmkxSHc0oVHdg,2025-03-09T09:49:04Z,You try this in India…..😂,0
8tRtnY7i0i0,UCbUnmGMwQA258ErkRuUo6iw,2025-03-09T07:38:52Z,What camera is that,0
8tRtnY7i0i0,UCdOMoZ9NcpVD8m4y8_I7ykg,2025-03-08T19:54:19Z,We im from vietnam too,0
8tRtnY7i0i0,UCudXBLKGeHNxC_7XaJ6ARaw,2025-03-08T19:21:00Z,Capcut templates seeing this be like: 👁👄👁,1
8tRtnY7i0i0,UCSdQqGItmI8_bxnPQ-E4SMw,2025-03-08T14:48:02Z,Never ever take things from strangers in airport,0
8tRtnY7i0i0,UCcNdMSCZBrlvfgpGln-aCnQ,2025-03-08T10:34:25Z,"What camera is that, Bro? I mean, the brand. Thanks.",0
8tRtnY7i0i0,UC0TG1-5ZTsQQ6t_K4JUlG6w,2025-03-07T23:18:46Z,Looks like the 90s. Gotta love it,0
8tRtnY7i0i0,UCrjsK-6yjnYLVMuPzH_V2qg,2025-03-07T14:35:44Z,Big thing is trust,0
8tRtnY7i0i0,UCegt3qqzyHuYk5pFf83mGSA,2025-03-06T02:23:41Z,How to get colour pattern like that on mobile camera,0
8tRtnY7i0i0,UCXo2kSNzk6MAaeqcf_ZNkNQ,2025-03-04T12:19:02Z,Life is beautiful isn't it? 🥹,0
8tRtnY7i0i0,UCkGRAx0JbSWNjtp9atMJZyg,2025-03-03T03:05:15Z,Homie a freak😂,0
8tRtnY7i0i0,UCKcNxIs2Ug4k9xyKyZYd1jQ,2025-03-02T01:35:59Z,Lovely to see my Vietnam,0
8tRtnY7i0i0,UCSqkfZjVvbDmHmty9DXnIaQ,2025-03-01T18:37:58Z,I guess that's one way to avoid arrest.....lol,0
8tRtnY7i0i0,UC2O-0BGHPYLRRYaHEZR5rRw,2025-03-01T18:24:16Z,I swear those cameras give you the best pictures.,0
8tRtnY7i0i0,UCuxZIKtnUZKtSINb7Qldwzg,2025-03-01T14:29:06Z,That trip looked like the trip of a lifetime ❤ 😎,0
8tRtnY7i0i0,UCE9WVCa-fh0CbJk-u_6r0cw,2025-03-01T05:27:25Z,This one of the best ones they did well,0
8tRtnY7i0i0,UCjijxAj6Y457uLAEijODczw,2025-03-01T03:16:49Z,You don’t explain yourself properly,0
8tRtnY7i0i0,UCydYhm120exTM5G1XDMM9gA,2025-02-28T19:54:19Z,I just want to point out how cool the transition from the camera lens to the photos was 😊  📸,1
8tRtnY7i0i0,UClvI5iUTYoPk1qhFMYMlDVg,2025-02-28T19:29:26Z,I love these so much. Being able to catch a glimpse in someone elses life.,0
8tRtnY7i0i0,UCaqETD4d_BjicXKu-T64zCw,2025-02-27T23:44:04Z,My beautiful home country Viet Nam 🇻🇳 Cant wait to get back home again ( I was just there 6 months ago ),0
8tRtnY7i0i0,UCHbwcWDOZlNWAKn_4TcE-9A,2025-02-27T17:11:12Z,Best Fifa Song of all time 😍,0
8tRtnY7i0i0,UCyQ1CY5thLCGFkJr_c-TkrQ,2025-02-27T11:20:51Z,Why don't you say you'll send it back? Saying we'll get it back just sounds odd.,0
8tRtnY7i0i0,UCY_5J69E7XCaemHoh0_oGKA,2025-02-27T00:51:36Z,Getting strangers to do free photography. 👍,0
8tRtnY7i0i0,UCuylWeTBT_i53_rWbsS334w,2025-02-26T19:58:16Z,I miss the disposable camera days. Lmao we used to wait until we had like 4 or 5 and then take them to get developed. The cool part to me was they gave u the negative strips too that u can take to get printed if ur pictures got ruined. We depend on technology too much.,0
8tRtnY7i0i0,UC8FrPSSHaDMUfhbySDFLXGg,2025-02-26T12:26:24Z,"I'm from 80s college days. No cellphones, but many cameras and good times taking pictures. More family, getting to know people, good friendships and memories. More respect. Love the nostalgia.",0
8tRtnY7i0i0,UCRZWNNLfgwCmG2ETOCk3FVA,2025-02-25T20:22:21Z,I wish you would slow the speed a bit.,0
8tRtnY7i0i0,UC-4DR_Pjhrjt-tM5IMcwokQ,2025-02-25T17:25:18Z,Is this available for Android? As a photographer I would LOVE this!!,0
8tRtnY7i0i0,UChuDS0T2I9Hmt6u3dL2-fqg,2025-02-25T12:53:12Z,The nostalgia that comes from these makes me feel like a kid again makes me smile every time ❤️🙌keep it up my man we love to see these,14
8tRtnY7i0i0,UCgfoPpCn-r1PGA-8RQ9Plmw,2025-02-25T10:33:56Z,I love this so cute,0
8tRtnY7i0i0,UCHgstg9ZYMnx64-Ux0WBirQ,2025-02-25T08:21:55Z,"You can do this in Indo, once u give them then ur camera never going back  😂",0
8tRtnY7i0i0,UCjPOTBEQFSRxYLk8pg3vIxg,2025-02-25T05:56:23Z,You dropped a pin 📌 can i have it?,0
8tRtnY7i0i0,UCAwBmsp8E2Hm28jw18UmIuA,2025-02-24T21:14:47Z,Great :))),2
8tRtnY7i0i0,UCc99MHeJsrgY0IuTQbbVQsg,2025-02-24T20:54:46Z,Why are these so pleasant,0
8tRtnY7i0i0,UCWa6I31FPAOtk0Oq13HVdDg,2025-02-24T19:17:21Z,Find me please lol,0
8tRtnY7i0i0,UCV1ytEtEAZag9ixK6wNQZzA,2025-02-24T16:09:09Z,Never take anything from someone you don't know while traveling.,0
8tRtnY7i0i0,UCa9xklcQ3VxjTwdSfEwcw4g,2025-02-24T14:35:39Z,Omg am just seeing this now I am the girl that took the pics and omg they ateeee❤,0
8tRtnY7i0i0,UCzEqybcYiIl7A3XmBR6eQag,2025-02-24T13:57:42Z,"“But honestly, there was this guy in the airport lobby who gave that camera to me… I had no idea that there would be anything inside it”…… 😂😂😂😂😂😂😂😂😂",0
8tRtnY7i0i0,UC3jPlZLCdukyBtDpi_hg2Uw,2025-02-24T04:20:49Z,Why someone share their trip photo with strangers  !!,0
8tRtnY7i0i0,UClxsqKc1wtpeFWf-5HAQNxA,2025-02-24T03:46:35Z,"Advice, do not take things from strangers to the airport.",0
8tRtnY7i0i0,UCpGXawt_nVlSPUlhHwVPMbw,2025-02-24T01:36:21Z,I really love this idea. This is like an old school thing and it's full of heart!,1
8tRtnY7i0i0,UCvZcGfAUIp2gEXuYFSzxvTg,2025-02-23T15:06:43Z,Please make video for me too,0
8tRtnY7i0i0,UCV0waDhlEoS_MrjL7TBYn_Q,2025-02-23T07:45:56Z,ArE YoU gOiNg oN A tRiP,0
8tRtnY7i0i0,UC2mEfLucwLrRDaEd0C_NxOQ,2025-02-23T06:07:30Z,I would have taken pics of some effed up shi 😂,0
8tRtnY7i0i0,UCnZfgxVO12EGrjmVmgshg-w,2025-02-22T11:59:14Z,Can I have one please,0
8tRtnY7i0i0,UCU4RgDQkKYMUydOx4M6sKhg,2025-02-22T09:45:47Z,Be careful people some stranger giving you something to take on a plane is never a good idea. 👍,0
8tRtnY7i0i0,UCG6zjJVLBWm-MqAIUw1Pgbg,2025-02-22T03:12:24Z,Omg that looked so fun,0
8tRtnY7i0i0,UC4QUrLxq9abTzBRPKuc6TDw,2025-02-22T00:32:08Z,30y never had a holiday abroad even in my small country i barely have been to anything more than a one day trip and there are kids who go to the other side of the world for a holiday. 😐,0
8tRtnY7i0i0,UCyPgCQTUtRqRbC8MLRcMf-Q,2025-02-21T23:41:47Z,Omg is that Vietnam??,0
8tRtnY7i0i0,UCBMZQTv-zdss6nxKUJq5YwA,2025-02-21T06:01:52Z,"I love it how every single person asks, how do we get it back to you",0
8tRtnY7i0i0,UC2UKnDzs0BHPU9R1EUAeidw,2025-02-21T02:51:39Z,Free content easy money wow a smart human,0
8tRtnY7i0i0,UC0UvqfeqYN-EpMPIlEdBMoQ,2025-02-20T22:23:11Z,Cool idea!,0
8tRtnY7i0i0,UCtWX4YSlu8xqDNl-AuzR8rg,2025-02-20T18:34:56Z,"Ayeoo !!! 🤔 I ain't giving No stranger my Personal Pictures,,, SORRY --- 😳😂",0
bpEYKYzJNTg,UC2MFIQhz3u_KQJgCJbaDo8w,2025-03-29T00:42:40Z,there are no red sea reef fishes like you show in costa rica,0
bpEYKYzJNTg,UCwE-lUNvvCV9uLd2oPXOr4Q,2025-03-18T19:53:05Z,which area is near to airport that we can stay for 4 days thnx,0
bpEYKYzJNTg,UCli8gtxi1MRAk3nB6hy__Hg,2025-03-10T02:16:39Z,This channel shows the same landscapes and the same people in different countries. I have noticed a few already. This is not right.,0
bpEYKYzJNTg,UCKYwGyDnqFBOU-5UXIJqcew,2025-03-08T20:52:45Z,Way overpriced !,0
bpEYKYzJNTg,UCXZ_b2JU0aVY9wxioXwFXtg,2025-03-07T08:35:15Z,This is a film on the geography of costs Rica not life in Costa Rica it's about as exciting as this guy's voice,0
bpEYKYzJNTg,UCXZ_b2JU0aVY9wxioXwFXtg,2025-03-07T08:31:58Z,For such a lovely place this guy's voice doesn't make me want to visit,0
bpEYKYzJNTg,UCTjhOOxrb92OSDRqq0f9mdg,2025-03-05T21:13:45Z,Thank s for that very informative and well filmed  video.,0
bpEYKYzJNTg,UCMWLB956BpQxPe2ivMwBlZg,2025-03-02T15:25:14Z,"Video could have been half the length, and conveyed the same amount of info. Lots of 'nothing' talk",1
bpEYKYzJNTg,UCfqNZiZECpzl0maGOyoGLSA,2025-02-28T08:22:24Z,"Costa Rica is a tropical paradise known for its lush rainforests, stunning beaches, and diverse wildlife. From the peaceful Pacific coast to the vibrant wildlife in its national parks, Costa Rica offers breathtaking natural beauty and a rich cultural experience, making it a haven for adventure and eco-tourism. 🌍🌍",1
bpEYKYzJNTg,UCzHgeJSrP66nFHVt5eEwmlQ,2025-02-25T21:49:48Z,Couldn’t listen to it till the end even though I was interested. The guy kept saying “coaster rica” instead of Costa Rica. Made me kind of mad. Stupid ‘muricans.,0
bpEYKYzJNTg,UCVLuJHVdNAh49H6hODqXIjg,2025-02-22T20:28:59Z,I’m mover there soon,0
bpEYKYzJNTg,UCmar25J2FodPk6E2yjyU6vw,2025-02-19T21:18:54Z,I feel very blessed to be born and live in this beautiful country. The energy here is definitely unique. I can feel it every time I come back home after traveling. 💜💚💜🇨🇷💚💜💚,4
bpEYKYzJNTg,UCOGTH4AvBdf9_a4NmQjth5A,2025-02-15T16:12:22Z,I appreciate your post! My okx wallet holds USDT and other coins and I’ve got the seed phrase :( host hair point assault nominee walk plate focus idea analyst metal liberty ). Could you explain What's the best way to send them to Binance?,0
bpEYKYzJNTg,UCVZ9chblRT83_RTiWUk11SA,2025-02-12T21:37:35Z,"We are all going Tru limitations in the world, in CR we don't want more filth in the streets, it's been hardcore stuff lately but we found that the only answer it's our Coffe and typical gastronomy, like casados and exotic views from our city to the coasts , it's truly amazing this type of country, we don't want war ok? Just come and enjoy our beautiful home ground traditions and natural vibe , cheers 🌀🌑🚬🇨🇷👍",1
bpEYKYzJNTg,UC58gAAC_V5WW9Vzof8UKByA,2025-02-12T07:32:43Z,Whats the area/place in CR the thumbnail?,0
bpEYKYzJNTg,UCIl3xz6hZrHZi4EA6yYuMAg,2025-02-11T17:47:26Z,"A costarrican here, please come and vist, enjoy ,fall in love with nature and our beaches but honestly don´t forget to leave!",0
bpEYKYzJNTg,UCavTGdAzO8zJRyG-zAiJtBA,2025-02-08T16:07:17Z,"I am sure that Cost Rica is an interesting place, but it's hard to tell from the aerial drone shots of beaches and volcanos and the close up shots of exotic birds that could have been filmed in a zoo.  What about street level close up shots of village life?  Do people live there?  I don't want to be negative, but I didn't learn much from this video.",0
bpEYKYzJNTg,UCJNyKE3rES5oYyY_yj7sClg,2025-02-07T08:13:04Z,This place looks like a dream come true!,0
bpEYKYzJNTg,UC2pHDZknwfc3aTMgXofeyZg,2025-02-02T09:58:34Z,❤❤❤❤❤❤ Flawless Beauty… Excellent videography and great Description….,0
bpEYKYzJNTg,UCG5fAkx9oJSR8oSJ46YR52A,2025-02-01T23:16:34Z,"You missed the boom town of Playa Coco with the new Waldorf Astoria soon to open and some of the close by local attractions to mention a few, 20 minutes to airport, excellent fishing and sailing, exciting nite life, zip line and quad riding jungle adventures and a beautiful uncrowned beach. 🌴😎🌴",2
bpEYKYzJNTg,UCN6wjyl2cs95iT42G4ITSrA,2025-01-31T09:12:05Z,Amazing your all vedeo My Friendster costa.rica.my Dream country to Explorer one day,0
bpEYKYzJNTg,UCXZSXIiIzGZaqwoSlemeLMQ,2025-01-30T17:30:02Z,you not covering southern part around SI which more untouched and natural.,1
bpEYKYzJNTg,UCnaMFK8tg74w6YG0Xq0prgA,2025-01-29T17:27:21Z,"Just you focus on nature in 50 minutes 

Talk about people and caltur 

Cost of living and safety and more",0
bpEYKYzJNTg,UCeEDsf36vQEntKjthyhMScw,2025-01-27T05:11:52Z,"San Jose is very under-rated, with some great neighborhoods (barrios). One of the best is  barrio Escalante, with over 50 “local-non chain” restaurants and craft beer bars.  I highly recommend.",3
bpEYKYzJNTg,UCxIGZJ1ecd2Ye042i9YjL0g,2025-01-21T21:05:35Z,This is the sanitized version..,0
bpEYKYzJNTg,UC7hqEUWQyI78jQajCiZaYbA,2025-01-20T13:41:56Z,"But never never never never visiting downtown San Jose and Limon cause you could be bad assaulte and murdered in just minutes, Costa Rica actual government don't care at all the citizens and less the tourists safety the security minister and congress are supporting the cartels",0
bpEYKYzJNTg,UCy4obiycGLBJvUoT49U54Pg,2025-01-19T04:22:52Z,"The best way to see Costa Rica is to be brave, rent a car and just head out. The North is very dry. Guanacasta peninsula is beautiful as is the central valley. Avoid San Jose not safe. Not worth the time. Stay in Alajuela or Heredia. The video did not mention Corcovado. The largest virgin rain forest in Central America.  Costa Rica has the most  beautiful trees you will ever see. . The Ticos are terrifically warm folks.",24
bpEYKYzJNTg,UCnZCQV6ry1mqB1zDqNhs4JQ,2025-01-16T20:54:37Z,What js the location of the thumbnail for this video?,0
bpEYKYzJNTg,UCglaCfbi3EvXOetpQZbJlkA,2025-01-14T13:39:39Z,Toooooo expensive country,1
bpEYKYzJNTg,UCFfpsyf1Ajq-fyA3rPRygOA,2025-01-14T01:23:47Z,i went to costa rica and cant stop thinking about it.,10
bpEYKYzJNTg,UC6JeczImyUWV83Zyr1QBIPg,2025-01-07T00:14:25Z,"A costarrican here, please come and vist, enjoy ,fall in love with nature and our beaches but honestly don´t forget to leave! We are having serious gentrification issues with foreigners that want to stay an they are buying our land and displacing locals and increasing the cost of living of poor and middle class people in the coasts. They are taking advantages of the lack of regulation by local goverments, are also bribing local govverment official for construction permits. They dryed a whole fucking lagoon in the coast to create a resort and some airbnbs. So please come and visit but don't forget to leave!",19
bpEYKYzJNTg,UCrQjk4CJGvIgueCG1rhnZrw,2025-01-06T15:13:48Z,"Been to all these sites minus the Toro Waterfall.Staying in Mal Pais/Santa Teresa for the first time  next month. My go-to is Puerto Viejo in the south Caribbean. Still haven't been to Osa Peninsula. Best advise is to hire a  local naturalist guide. If you do it alone, it'll be tougher to spot some fauna.",0
bpEYKYzJNTg,UCsRDNX2MqVmYrk5nfgtQZ7A,2025-01-02T21:07:21Z,It's too expensive the most of AL. The owners of the best hotels and great houses are foreign people from USA and Europe,0
bpEYKYzJNTg,UCtmdGblvoVc4a_R8SF4MbtA,2024-12-31T04:20:00Z,"I like Costa Rica and i was thinking about retirement there but few months ago a friend of mine was killed in Guanacaste he was tico and DJ they burn his body no body was found guilty for those crimes,Costa Rica need to invest more in bringing safety to the Country Narcos are doing warever they want, also needs more roads and bridges ...",0
bpEYKYzJNTg,UCeeOnJTOt2mmA9rvgt3sRQg,2024-12-23T01:37:43Z,I don't recognize the area on the thumbnail. What's the location?,1
bpEYKYzJNTg,UCZPrXTfCbNLBRAg_RQdAbTA,2024-12-23T00:53:20Z,Biafra is watching,0
bpEYKYzJNTg,UCLv3r-57FF4ciQ1GSAmfdqw,2024-12-20T11:42:31Z,"Costa Rica with no doubt is a paradise, a very very expensive paradise.  But. when they say life moves at a different pace what it means is not to go anywhere by car because it will take you 5 hrs to go 35 kms.  It is simply stressing.   A little too much to go see pajaritos lindos you can see in any magazine.  Then you have the traffic cops trying to rip you off every where.
Yes a paradise that if you decide to move there at some point you will regrate big time.  I guess like any paradise they make you pay de price,",0
bpEYKYzJNTg,UCHSKr51aqF8CCMpmYYjUpmg,2024-12-19T07:14:39Z,Where are the videos of Puerto Viejo?,0
bpEYKYzJNTg,UCJ46xxRmH6_gA7zSS-qRyiQ,2024-12-15T18:54:41Z,"Now show the REAL Costa Rica, the sicarios, the pandemic crime, the chaotic traffic, the gentrification, the robberies, prostitution, try to walk at night anywhere and see if you can 'film' and it's more expensive than Paris, good luck on your trip....",0
bpEYKYzJNTg,UC9avgz2x95vBKsg_04mdS_g,2024-12-15T14:57:38Z,It feels like traveling through the screen. Could the channel owner suggest the best seasons to visit here?,0
bpEYKYzJNTg,UC9avgz2x95vBKsg_04mdS_g,2024-12-15T14:56:27Z,"Watching this makes me want to go immediately, but I wonder if a visa is needed. Anyone with info, please share.",0
bpEYKYzJNTg,UC5t5Hv66Y-RcIfZ6pm7cgrw,2024-12-11T21:16:02Z,"Costa Rica is absolutely Stunning!! Why go to Hawaii or Fiji, when we are a few hours from the US. Tourism and illegal Immigrants from Venezuela, Colombia, Nicaragua have ruined the Country.",0
bpEYKYzJNTg,UCuObJhiGjoIgePfihFtNYdw,2024-12-09T02:17:59Z,You always seem to find the most hidden gems wherever you go!,1
bpEYKYzJNTg,UC08Ijmr9LcnR2xUpUPgd0LQ,2024-12-08T02:16:38Z,"Wow, the places you’ve showcased are simply magical",0
bpEYKYzJNTg,UC6ig95OBOzrSWFW8bQuBluw,2024-12-06T15:23:00Z,"Wow, surprise surprise…looks like everywhere else in the zoo— barren land/planted palm trees/and tailing ponds…",0
bpEYKYzJNTg,UC15bquI9XbQyugyEiImUxcQ,2024-12-05T04:09:39Z,I'd like to know where the actual place is that is featured on the thumbnail.,2
bpEYKYzJNTg,UCsV_4V5wntG1-9OGXVUbKug,2024-12-04T07:25:53Z,Very beautiful 😍 to look at and happy,0
bpEYKYzJNTg,UCcQqiM2MtU_FDgzcY0m5aqA,2024-12-02T13:10:54Z,Thanks for highlighting our beautiful nation and culture!! Pura Vida,5
bpEYKYzJNTg,UCV6aaGdOzTpIk408sAuKZZg,2024-12-01T00:07:11Z,I loved them all❤,0
bpEYKYzJNTg,UCYZNot8tbxF2zWq0mi6ZYDg,2024-11-29T20:26:04Z,Did you know that Costa Rica has more biodiversity than many larger countries? 🌍🌿 Definitely a unique destination.,0
bpEYKYzJNTg,UCqhMQz2NjE7tU_NmToTz1jQ,2024-11-29T16:27:49Z,Yep Irazú Volcano did explode in 1963..I was born in 1964 in San Jose...still have a bottle with volcano ash... Costa Rica has the best Flan 👌,0
bpEYKYzJNTg,UCwlKDzlfNlvvse2xqobq_Ng,2024-11-24T07:01:21Z,"Cool but you left out jaco ! And no Santa Teresa, nosara or Samara either",1
bpEYKYzJNTg,UCjbZt4_1czWgvKhoiXXCBXg,2024-11-20T08:07:40Z,Hi🖐🖐🖐🖐🖐🖐🖐 INDIA,1
bpEYKYzJNTg,UCp6t4w9BhAS3xhnEOHULuag,2024-11-19T20:23:47Z,Wanted to move hier but now that Trump won I’ll will only come for a visit to this beautiful country ❤❤❤❤❤❤❤🇺🇸🇺🇸🇺🇸🇺🇸,2
bpEYKYzJNTg,UCzvlzufdLZng0UYZyiVLuig,2024-11-17T23:05:42Z,I was just there and it was truly a paradise and very beautiful and wonderful fruits to eat. The people were so kind and it was a great place to visit but yes expensive as America is expensive. I found it less expensive on the Caribbean side. That also was a lot of work to get to as it took a hour and a half boat ride to get to the resort to stay at. I would go back. Is it as safe to be in Panama and other countries  as similar?,2
bpEYKYzJNTg,UCIQN7W9e0QYaTniYQrUgPkw,2024-11-17T14:17:15Z,Absulutely beautiful place Thank you so much Excellent vidéo!!👌👍🍻,0
bpEYKYzJNTg,UCJJQKWWMYG9onKdPJKRS2bQ,2024-11-16T05:38:40Z,"ヽ(͡◕ ͜ʖ ͡◕)ﾉ🌟🌟. Hey, good morning! Loved your new upload—always so good! Thanks for sharing, it was really interesting! 🌺👍
😘😆😘😘",0
bpEYKYzJNTg,UCIgmkUWg0SvzkE3KaTpFzNA,2024-11-14T14:44:57Z,Pura Vida! Im grateful to have had the chance to study abroad in this beautiful country in 2015! A must for a place to go once in your life!,2
bpEYKYzJNTg,UCKJvZ5cSkcKLgTP4L10oWkQ,2024-11-14T06:47:52Z,"Very beautiful to look at and happy, relieved of worries. New sub here!",0
bpEYKYzJNTg,UCSekSOytSuckMzmiVMOHgTw,2024-11-12T04:48:27Z,Love the best,0
bpEYKYzJNTg,UCgPAVQdFhQqQ-6hTigcBdFA,2024-11-10T23:13:24Z,coral reefs in NPs,0
